ID Number,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,Summary Quote
551,RMBS,"Rambus, Inc.",13.07,1495007584.62,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/rmbs
552,HAWK,"Blackhawk Network Holdings, Inc.",28.16,1487777280.00,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hawk
553,HAWKB,"Blackhawk Network Holdings, Inc.",28.16,1487777280.00,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hawkb
554,PRIM,Primoris Services Corporation,28.63,1478889063.12,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/prim
555,SSB,South State Corporation,60.71,1465163787.23,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ssb
556,THOR,Thoratec Corporation,26.02,1464926000.00,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/thor
557,CYBX,"Cyberonics, Inc.",54.99,1464103580.94,1993,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cybx
558,FWRD,Forward Air Corporation,47.34,1459598146.92,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/fwrd
559,CTCM,"CTC Media, Inc.",9.36,1457933873.76,2006,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ctcm
560,PEGI,Pattern Energy Group Inc.,31.3,1456258103.40,2013,n/a,n/a,http://www.nasdaq.com/symbol/pegi
561,IBKR,"Interactive Brokers Group, Inc.",25.29,1444033431.81,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr
562,ONB,Old National Bancorp,13.64,1443807640.00,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/onb
563,ACXM,Acxiom Corporation,18.63,1437316684.02,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acxm
564,KALU,Kaiser Aluminum Corporation,80.38,1436535927.04,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu
565,LOCO,"El Pollo Loco Holdings, Inc.",38.87,1435462725.32,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/loco
566,ROLL,RBC Bearings Incorporated,61.19,1434638283.27,2005,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/roll
567,GSM,Globe Specialty Metals Inc.,19.45,1434555483.70,2009,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/gsm
568,NPBC,"National Penn Bancshares, Inc.",10.29,1433168222.43,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/npbc
569,DYAX,Dyax Corp.,10.515,1432199265.77,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/dyax
570,LE,"Lands&#39; End, Inc.",44.77,1430693445.17,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/le
571,RUSHA,"Rush Enterprises, Inc.",35.37,1410389148.78,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rusha
572,HEES,"H&E Equipment Services, Inc.",40.02,1409064580.20,2006,n/a,n/a,http://www.nasdaq.com/symbol/hees
573,CRUS,"Cirrus Logic, Inc.",22.59,1403602203.15,1989,Technology,Semiconductors,http://www.nasdaq.com/symbol/crus
574,COLB,"Columbia Banking System, Inc.",26.64,1402646243.04,1992,Finance,Major Banks,http://www.nasdaq.com/symbol/colb
575,TRS,TriMas Corporation,30.78,1393073866.80,2007,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/trs
576,CACQ,Caesars Acquisition Company,10.26,1393019509.32,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/cacq
577,MEAS,"Measurement Specialties, Inc.",85.8,1388093678.40,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/meas
578,VECO,Veeco Instruments Inc.,34.5,1387655826.00,1994,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/veco
579,ROIC,Retail Opportunity Investments Corp.,15.23,1387305284.23,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roic
580,MKTO,"Marketo, Inc.",33.73,1375318387.01,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mkto
581,INFN,Infinera Corporation,11.11,1373979777.17,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/infn
582,AGII,"Argo Group International Holdings, Ltd.",52.52,1365815214.92,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agii
583,MGEE,MGE Energy Inc.,39.34,1363853675.80,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/mgee
584,NXST,"Nexstar Broadcasting Group, Inc.",44.1,1362157536.60,2003,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/nxst
585,FSC,Fifth Street Finance Corp.,9.76,1358489022.24,2008,n/a,n/a,http://www.nasdaq.com/symbol/fsc
586,CLDX,"Celldex Therapeutics, Inc.",15.14,1353572941.54,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/cldx
587,EXXI,Energy XXI (Bermuda) Limited,14.42,1353560366.34,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/exxi
588,SCOR,"comScore, Inc.",39.34,1344309406.44,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/scor
589,PLXS,Plexus Corp.,39.74,1341160223.80,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/plxs
590,OPHT,Ophthotech Corporation,39.96,1338123656.88,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opht
591,DRYS,DryShips Inc.,2.94,1337301103.74,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/drys
592,PNFP,"Pinnacle Financial Partners, Inc.",37.49,1335054590.48,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnfp
593,KPTI,Karyopharm Therapeutics Inc.,40.56,1325099377.68,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti
594,SIGI,"Selective Insurance Group, Inc.",23.5,1324787425.50,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sigi
595,KERX,"Keryx Biopharmaceuticals, Inc.",14.34,1316697638.46,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx
596,CBPO,"China Biologic Products, Inc.",53.77,1316348531.92,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cbpo
597,OSIS,"OSI Systems, Inc.",66.43,1315086477.25,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/osis
598,HTWR,"Heartware International, Inc.",77.21,1312862162.64,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/htwr
599,BECN,"Beacon Roofing Supply, Inc.",26.57,1311165360.02,2004,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn
600,MDAS,"MedAssets, Inc.",21.77,1308368662.09,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdas
601,VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,49.63,1305269000.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtip
602,WABC,Westamerica Bancorporation,49.91,1298129852.74,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wabc
603,TTEC,"TeleTech Holdings, Inc.",26.36,1296576648.08,1996,Technology,Professional Services,http://www.nasdaq.com/symbol/ttec
604,FRGI,"Fiesta Restaurant Group, Inc.",48.31,1293941030.44,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/frgi
605,FMBI,"First Midwest Bancorp, Inc.",17.1,1287230886.00,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmbi
606,IPHS,"Innophos Holdings, Inc.",58.7,1282202355.70,2006,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/iphs
607,GLRE,"Greenlight Reinsurance, Ltd.",34.35,1281368148.90,2007,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/glre
608,ACOR,"Acorda Therapeutics, Inc.",30.53,1274472682.37,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/acor
609,SBRA,"Sabra Healthcare REIT, Inc.",26.9,1271378761.90,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbra
610,HOLI,"Hollysys Automation Technologies, Ltd.",22.02,1267357224.48,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/holi
611,RP,"RealPage, Inc.",15.9,1259435549.70,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rp
612,MMYT,MakeMyTrip Limited,29.98,1249516663.18,2010,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/mmyt
613,RUSHB,"Rush Enterprises, Inc.",31.19,1243710419.86,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rushb
614,FIBK,"First Interstate BancSystem, Inc.",28.02,1240025436.24,2010,Finance,Major Banks,http://www.nasdaq.com/symbol/fibk
615,ADTN,"ADTRAN, Inc.",22.63,1237973109.02,1994,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/adtn
616,SAIA,"Saia, Inc.",49.95,1233349416.00,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/saia
617,NTK,Nortek Inc.,78.52,1231809824.96,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/ntk
618,NBIX,"Neurocrine Biosciences, Inc.",16.14,1225339180.56,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nbix
619,OUTR,Outerwall Inc.,61.64,1223962549.92,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/outr
620,EGOV,NIC Inc.,18.65,1217137195.20,1999,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/egov
621,BBCN,"BBCN Bancorp, Inc.",15.3,1216254099.60,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbcn
622,TRNX,Tornier N.V.,24.77,1211492179.12,2011,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/trnx
623,CORE,"Core-Mark Holding Company, Inc.",52.45,1210556122.85,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/core
624,MASI,Masimo Corporation,22.09,1209819707.95,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/masi
625,CROX,"Crocs, Inc.",14.05,1197970749.10,2006,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/crox
626,UTIW,UTi Worldwide Inc.,11.34,1195801253.64,2000,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/utiw
627,SBLK,Star Bulk Carriers Corp.,14.3,1195450956.70,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sblk
628,SPNC,The Spectranetics Corporation,28.51,1192804943.75,1992,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/spnc
629,DIOD,Diodes Incorporated,25.07,1192463349.57,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod
630,ACHN,"Achillion Pharmaceuticals, Inc.",12.18,1191058400.28,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/achn
631,NWBI,"Northwest Bancshares, Inc.",12.52,1188955327.16,2009,Finance,Major Banks,http://www.nasdaq.com/symbol/nwbi
632,MTSI,"M/A-COM Technology Solutions Holdings, Inc.",24.98,1187271497.34,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi
633,SONC,Sonic Corp.,21.89,1183724865.84,1991,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sonc
634,NTGR,"NETGEAR, Inc.",32.91,1181811264.00,2003,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntgr
635,CBF,Capital Bank Financial Corp.,24.14,1180313278.28,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/cbf
636,PRGS,Progress Software Corporation,23.29,1179861175.69,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/prgs
637,PTLA,"Portola Pharmaceuticals, Inc.",28.49,1179389247.96,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptla
638,MMLP,Martin Midstream Partners L.P.,37.04,1178258956.88,2002,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mmlp
639,HALO,"Halozyme Therapeutics, Inc.",9.4,1177874266.20,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/halo
640,SMCI,"Super Micro Computer, Inc.",26.1,1172700196.20,2007,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/smci
641,SCSS,Select Comfort Corporation,21.78,1170522540.00,1998,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/scss
642,IILG,"Interval Leisure Group, Inc.",20.49,1169873804.34,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/iilg
643,CRWN,"Crown Media Holdings, Inc.",3.25,1168946792.00,2000,Consumer Services,Television Services,http://www.nasdaq.com/symbol/crwn
644,ECPG,Encore Capital Group Inc,45.24,1159561143.00,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/ecpg
645,AVNR,"Avanir Pharmaceuticals, Inc.",6.74,1158151488.10,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/avnr
646,SCAI,"Surgical Care Affiliates, Inc.",29.91,1150195899.39,2013,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/scai
647,LOGM,"LogMein, Inc.",46.39,1142019927.56,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/logm
648,PLCE,"Children&#39;s Place, Inc. (The)",52.81,1138900671.24,1997,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/plce
649,DXPE,"DXP Enterprises, Inc.",78.81,1138864632.03,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe
650,NVAX,"Novavax, Inc.",4.76,1134844209.24,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nvax
651,ABAX,"ABAXIS, Inc.",50.32,1133357360.00,1992,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/abax
652,AUXL,"Auxilium Pharmaceuticals, Inc.",22.48,1131975634.24,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auxl
653,CONN,"Conn&#39;s, Inc.",31.1,1127519086.30,2003,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/conn
654,KLIC,"Kulicke and Soffa Industries, Inc.",14.7,1126948775.40,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic
655,GK,"G&K Services, Inc.",56.25,1120136343.75,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/gk
656,INSY,"Insys Therapeutics, Inc.",32.42,1118820262.54,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy
657,ARIA,"ARIAD Pharmaceuticals, Inc.",5.97,1116458959.47,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aria
658,QIWI,QIWI plc,35.91,1114439737.95,2013,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qiwi
659,TYPE,Monotype Imaging Holdings Inc.,28.41,1112944164.21,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/type
660,TILE,"Interface, Inc.",16.68,1108798079.40,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile
661,HIBB,"Hibbett Sports, Inc.",44.11,1108350911.36,1996,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hibb
662,HMIN,Home Inns & Hotels Management Inc.,30.24,1104475599.36,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/hmin
663,SGMS,Scientific Games Corp,13.02,1102135253.10,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms
664,UCBI,"United Community Banks, Inc.",18.31,1101226056.82,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ucbi
665,MDCA,MDC Partners Inc.,22.16,1098909236.72,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/mdca
666,BOFI,"BofI Holding, Inc.",75.6,1097065544.40,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bofi
667,CRTO,Criteo S.A.,37.03,1095982945.89,2013,Technology,Advertising,http://www.nasdaq.com/symbol/crto
668,AMBA,"Ambarella, Inc.",36.87,1094883519.21,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/amba
669,MGAM,"Multimedia Games Holding Company, Inc.",36.84,1093466570.52,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/mgam
670,LGND,Ligand Pharmaceuticals Incorporated,52.46,1090158459.76,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lgnd
671,SHLM,"A. Schulman, Inc.",37.31,1089830286.09,1972,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shlm
672,UBSH,Union Bankshares Corporation,23.86,1088848833.30,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubsh
673,CRAY,Cray Inc,26.55,1088693184.15,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/cray
674,CNMD,CONMED Corporation,39.78,1087768546.02,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cnmd
675,MANT,ManTech International Corporation,29.12,1085276192.00,2002,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mant
676,SCSC,"ScanSource, Inc.",37.99,1084290255.35,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/scsc
677,EPAY,"Bottomline Technologies, Inc.",27.14,1072633729.30,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/epay
678,TSRO,"TESARO, Inc.",29.59,1066517311.53,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tsro
679,WPPGY,WPP plc,103.53,1060900587.81,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/wppgy
680,SCHL,Scholastic Corporation,34.58,1059123847.60,1992,Consumer Services,Books,http://www.nasdaq.com/symbol/schl
681,VPFG,"ViewPoint Financial Group, Inc.",26.48,1059091961.60,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/vpfg
682,PCTY,Paylocity Holding Corporation,21.33,1057194488.88,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/pcty
683,NBTB,NBT Bancorp Inc.,24.16,1055895453.12,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbtb
684,BOBE,"Bob Evans Farms, Inc.",44.74,1055355440.42,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bobe
685,BLUE,"bluebird bio, Inc.",36.9,1055184872.40,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/blue
686,MTSC,MTS Systems Corporation,69.56,1053019452.40,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mtsc
687,KITE,"Kite Pharma, Inc.",27.45,1051721990.10,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/kite
688,DSGX,The Descartes Systems Group Inc.,13.95,1050607366.20,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dsgx
689,TLMR,"Talmer Bancorp, Inc.",14.91,1050425259.87,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/tlmr
690,NSIT,"Insight Enterprises, Inc.",25.55,1046787690.20,1995,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nsit
691,GWPH,GW Pharmaceuticals Plc,89.63,1046047798.79,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gwph
692,APOG,"Apogee Enterprises, Inc.",35.7,1040004510.30,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/apog
693,ANAC,"Anacor Pharmaceuticals, Inc.",24.75,1039390926.75,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anac
694,WWWW,"Web.com Group, Inc.",19.8,1038770290.80,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/wwww
695,ATRO,Astronics Corporation,54.87,1038133486.38,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro
696,PINC,"Premier, Inc.",32.04,1037695019.40,2013,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/pinc
697,BJRI,"BJ&#39;s Restaurants, Inc.",36.83,1036209471.90,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bjri
698,CHY,Calamos Convertible and High Income Fund,14.33,1033886328.39,2003,n/a,n/a,http://www.nasdaq.com/symbol/chy
699,CPLP,Capital Product Partners L.P.,9.94,1033667657.40,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/cplp
